,target,sms,sms_clean,num_characters,num_words
198,1,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,hamster dead   hey tmr meet 1 pm orchard mrt  ,64,17
199,1,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,hi kate evening   i hope see tomorrow bit bloody babyjontet   txt back u      xxx,131,33
200,1,"Found it, ENC  &lt;#&gt; , where you at?",found   enc     lt   gt      ,40,13
201,1,I sent you  &lt;#&gt;  bucks,i sent     lt   gt     bucks,28,9
202,1,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,hello darlin finished college txt u finish u love kate xxx,84,19
203,1,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,your account refilled successfully inr     lt decimal gt     your keralacircle prepaid account balance rs     lt decimal gt     your transaction id kr   lt   gt    ,174,34
204,1,Goodmorning sleeping ga.,goodmorning sleeping ga  ,24,4
205,1,U call me alter at 11 ok.,u call alter 11 ok  ,25,8
206,1,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,ü say like dat dun buy ericsson oso oredi lar    ,63,15
207,1,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",as i entered cabin pa said      happy b day boss          i felt special   she askd 4 lunch   after lunch invited apartment   we went  ,156,40
208,1,"Aight yo, dats straight dogg",aight yo   dats straight dogg,28,6
209,1,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,you please give us connection today     lt decimal gt     refund bill,86,17
210,1,Both :) i shoot big loads so get ready!,both    shoot big loads get ready  ,39,10
211,1,"What's up bruv, hope you had a great break. Do have a rewarding semester.",what  s bruv   hope great break   do rewarding semester  ,73,18
212,1,Home so we can always chat,home always chat,26,6
213,1,K:)k:)good:)study well.,k  k  good  study well  ,23,3
214,1,Yup... How ü noe leh...,yup     how ü noe leh    ,23,7
215,1,Sounds great! Are you home now?,sounds great   are home  ,31,8
216,1,Finally the match heading towards draw as your prediction.,finally match heading towards draw prediction  ,58,10
217,1,Tired. I haven't slept well the past few nights.,tired   i n t slept well past nights  ,48,12
218,1,Easy ah?sen got selected means its good..,easy ah sen got selected means good   ,41,8
219,1,I have to take exam with march 3,i take exam march 3,32,8
220,1,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,yeah   i think use gt atm register   not sure  s anyway help let know   but sure ready  ,159,40
221,1,Ok no prob. Take ur time.,ok prob   take ur time  ,25,8
222,1,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,there os called ubandu run without installing hard disk     use os copy important files system give repair shop   ,161,33
223,1,"Sorry, I'll call later",sorry   i  ll call later,22,6
224,1,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,u say leh     of course nothing happen lar   not say v romantic jus bit lor   i thk e nite scenery nice leh  ,119,30
225,0,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",500 new mobiles 2004   must go   txt   nokia no   89545   collect today from only   1 www 4 tc biz 2optout 087187262701 50gbp   mtmsg18,142,28
226,1,Would really appreciate if you call me. Just need someone to talk to.,would really appreciate call   just need someone talk  ,69,15
227,0,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",will u meet ur dream partner soon   is ur career 2 flyng start   2 find free   txt horo followed ur star sign   e  g  horo aries,137,34
228,1,Hey company elama po mudyadhu.,hey company elama po mudyadhu  ,30,6
229,1,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",life strict teacher     bcoz teacher teaches lesson   amp   conducts exam   but life first conducts exam   amp   teaches lessons   happy morning      ,165,35
230,1,Dear good morning now only i am up,dear good morning,34,8
231,1,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,get gandhipuram walk cross cut road   right side   lt   gt   street road turn first right  ,109,24
232,1,Dear we are going to our rubber place,dear going rubber place,37,8
233,1,"Sorry battery died, yeah I'm here",sorry battery died   yeah i  m,33,8
234,1,Yes:)here tv is always available in work place..,yes  here tv always available work place   ,48,9
235,0,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,text   meet someone sexy today   u find date even flirt u  join 4 10p   reply name   age eg sam 25   18  msg recd thirtyeight pence,157,37
236,1,I have printed it oh. So  &lt;#&gt;  come upstairs,i printed oh   so     lt   gt     come upstairs,50,14
237,1,Or ill be a little closer like at the bus stop on the same street,or ill little closer like bus stop street,65,15
238,1,Where are you?when wil you reach here?,where you when wil reach  ,38,8
239,1,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theory   argument wins situation   loses person   so nt argue ur friends          kick   amp   say   i  m always correct    ,145,38
240,0,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,u 447801259231 secret admirer looking 2 make contact u   find r reveal thinks ur special   call 09058094597,145,29
241,1,Tomarrow final hearing on my laptop case so i cant.,tomarrow final hearing laptop case ca nt  ,51,12
242,1,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,pleassssssseeeeee tel me v avent done sportsx,45,7
243,1,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",okay   no   shining   that meant signing   sounds better  ,83,21
244,1,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",although told u dat  m baig face watches really like e watch u gave cos  s fr u  thanx 4 everything dat u ve done today    m touched    ,155,37
245,1,U don't remember that old commercial?,u n t remember old commercial  ,37,8
246,1,Too late. I said i have the website. I didn't i have or dont have the slippers,too late   i said website   i n t nt slippers,78,21
247,1,I asked you to call him now ok,i asked call ok,30,8
248,1,Kallis wont bat in 2nd innings.,kallis wo nt bat 2nd innings  ,31,8
249,1,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,it nt work oh   ok goodnight   i ll fix ready time wake   you dearly missed good night sleep  ,146,35
250,0,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratulations ur awarded 500 cd vouchers 125gift guaranteed   free entry 2 100 wkly draw txt music 87066 tncs www   ldew com1win150ppmx3age16,150,25
251,1,Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj deepak 5min hold,44,8
252,1,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovable bcums angry wid u   dnt take seriously    coz angry childish n true way showing deep affection   care n luv      kettoda manda     have nice day da  ,179,41
253,1,What you doing?how are you?,what doing how  ,27,6
254,1,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",ups 3days also   shipping company takes 2wks   the way usps takes week gets lag may bribe nipost get stuff  ,179,40
255,1,"I'm back, lemme know when you're ready",i  m back   lemme know  re ready,38,10
256,1,Don't necessarily expect it to be done before you get back though because I'm just now headin out,do n t necessarily expect done get back though i  m headin,97,20
257,1,Mmm so yummy babe ... Nice jolt to the suzy,mmm yummy babe     nice jolt suzy,43,10
258,1,Where are you lover ? I need you ...,where lover   i need    ,36,9
259,0,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,we tried contact reply offer video handset   750 anytime networks mins   unlimited text   camcorder   reply call 08000930705 now,154,31
260,1,I‘m parked next to a MINI!!!! When are you coming in today do you think?,i m parked next mini         when coming today think  ,72,20
261,1,Yup,yup,3,1
262,1,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,anyway  m going shopping   cos sis done yet   dun disturb u liao  ,85,22
263,1,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,my no   in luton 0125698789 ring me if ur around   h  ,51,14
264,0,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey i really horny want chat see naked text hot 69698 text charged 150pm unsubscribe text stop 69698,121,25
265,1,Why you Dint come with us.,why dint come us  ,26,7
266,1,Same. Wana plan a trip sometme then,same   wana plan trip sometme,35,8
267,1,"Not sure yet, still trying to get a hold of him",not sure yet   still trying get hold,47,12
268,0,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,ur ringtone service changed   25 free credits   go club4mobiles com choose content   stop   txt club stop 87070   150p   wk club4 po box1146 mk45 2wt,159,34
269,1,The evo. I just had to download flash. Jealous?,the evo   i download flash   jealous  ,47,12
270,0,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,ringtone club   get uk singles chart mobile week choose top quality ringtone   this message free charge  ,133,27
271,1,"Come to mu, we're sorting out our narcotics situation",come mu    re sorting narcotics situation,53,11
272,1,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",night ended another day   morning come special way   may smile like sunny rays leaves worries blue blue bay  ,147,32
